Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P*(D|M,rr[x]) is the scaled probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
The actual conditional probability is given by P*(D|M,rr[x])/2^F, where
F is the scaling factor (see column 'Scaler').
For invariant sites, P(D|M,rr[0]=0) is the actual conditional probability
(i.e., it is not scaled).


Site        P(D|M)         Scaler Pattern  P*(D|M,rr[1]=0.9494)   P*(D|M,rr[2]=0.9865)   P*(D|M,rr[3]=1.0126)   P*(D|M,rr[4]=1.0516)   Posterior mean        NDistinctStates 
341         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
342         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
343         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
344         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
345         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
346         0.000128336    0      20       0.000122086            0.000126676            0.000129895            0.000134688            1.00134               2               
347         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
348         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
349         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
350         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
351         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
352         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
353         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
354         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
355         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
356         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
357         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
358         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
359         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
360         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
361         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
362         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
363         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
364         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
365         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
366         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
367         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
368         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
369         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
370         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
371         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
372         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
373         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
374         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
375         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
376         0.000255318    0      21       0.000242969            0.00025204             0.000258398            0.000267864            1.00133               2               
377         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
378         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
379         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
380         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
381         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
382         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
383         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
384         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
385         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
386         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
387         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
388         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
389         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
390         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
391         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
392         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
393         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
394         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
395         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
396         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
397         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
398         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
399         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
400         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
401         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
402         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
403         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
404         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
405         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
406         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
407         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
408         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
409         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
410         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
411         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
412         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
413         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
414         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
415         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
416         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
417         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
418         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
419         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
420         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
421         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
422         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
423         0.000513281    0      22       0.000488403            0.000506676            0.000519486            0.000538558            1.00133               2               
424         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
425         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
426         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
427         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
428         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
429         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
430         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
431         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
432         8.49568e-05    0      23       8.085e-05              8.38668e-05            8.59813e-05            8.91289e-05            1.00133               2               
433         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
434         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
435         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
436         6.35942e-05    0      24       6.05238e-05            6.27794e-05            6.43603e-05            6.67133e-05            1.00132               2               
437         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
438         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
439         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
440         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
441         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
442         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
443         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
444         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
445         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
446         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
447         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
448         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
449         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
450         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
451         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
452         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
453         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
454         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
455         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
456         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
457         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
458         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
459         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
460         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
461         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
462         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
463         0.000468511    0      25       0.000445846            0.000462495            0.000474165            0.000491537            1.00133               2               
464         0.000255798    0      26       0.000243403            0.000252507            0.000258889            0.000268391            1.00133               2               
465         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
466         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
467         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
468         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
469         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
470         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
471         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
472         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
473         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
474         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
475         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
476         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
477         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
478         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
479         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
480         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
481         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
482         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
483         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
484         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
485         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
486         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
487         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
488         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
489         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
490         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
491         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
492         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
493         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
494         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
495         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
496         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
497         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
498         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
499         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
500         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
501         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
502         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
503         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
504         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
505         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
506         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
507         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
508         0.00019183     0      27       0.000182518            0.000189358            0.000194153            0.000201292            1.00133               2               
509         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
510         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
511         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
512         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
513         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
514         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
515         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
516         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
517         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
518         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
519         0.000233814    0      28       0.000222505            0.000230812            0.000236635            0.000245304            1.00133               2               
520         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
521         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
522         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
523         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
524         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
525         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
526         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
527         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
528         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
529         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
530         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
531         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
532         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
533         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
534         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
535         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
536         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
537         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
538         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
539         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
540         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
541         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
542         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
543         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
544         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
545         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
546         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
547         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
548         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
549         7.44047e-05    0      29       7.08016e-05            7.34482e-05            7.53036e-05            7.80657e-05            1.00133               2               
550         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
551         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
552         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
553         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
554         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
555         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
556         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
557         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
558         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
559         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
560         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
561         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
562         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
563         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
564         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
565         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
566         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
567         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
568         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
569         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
570         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
571         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
572         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
573         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
574         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
575         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
576         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
577         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
578         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
579         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
580         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
581         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
582         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
583         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
584         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
585         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
586         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
587         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
588         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
589         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
590         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
591         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
592         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
593         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
594         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
595         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
596         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
597         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
598         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
599         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
600         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
601         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
602         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
603         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
604         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
605         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
606         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
607         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
608         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
609         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
610         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
611         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
612         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
613         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
614         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
615         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
616         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
617         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
618         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
619         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
620         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
621         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
622         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
623         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
624         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
625         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
626         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
627         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
628         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
629         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
630         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
631         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
632         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
633         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
634         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
635         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
636         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
637         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
638         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
639         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
640         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
641         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
642         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
643         0.000149599    0      30       0.000142316            0.000147665            0.000151415            0.000157001            1.00134               2               
644         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
645         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
646         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
647         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
648         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
649         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
650         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
651         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
652         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
653         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
654         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
655         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
656         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
657         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
658         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
659         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
660         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
661         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
662         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
663         0.000223586    0      31       0.000212754            0.00022071             0.000226288            0.000234591            1.00133               2               
664         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
665         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
666         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
667         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
668         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
669         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
670         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
671         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
672         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
673         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
674         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
675         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
676         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
677         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
678         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
679         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
680         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
681         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
682         0.246986       0      1        0.24759                0.247147               0.246835               0.246371               0.999933              1               
683         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
684         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
685         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
686         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
687         0.247398       0      3        0.247979               0.247553               0.247254               0.246807               0.999936              1               
688         0.233191       0      0        0.233724               0.233333               0.233058               0.232648               0.999937              1               
689         0.228354       0      2        0.228817               0.228477               0.228239               0.227883               0.999944              1               
