Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P*(D|M,rr[x]) is the scaled probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
The actual conditional probability is given by P*(D|M,rr[x])/2^F, where
F is the scaling factor (see column 'Scaler').
For invariant sites, P(D|M,rr[0]=0) is the actual conditional probability
(i.e., it is not scaled).


Site        P(D|M)         Scaler Pattern  P*(D|M,rr[1]=1.0010)   P*(D|M,rr[2]=1.0001)   P*(D|M,rr[3]=0.9990)   P*(D|M,rr[4]=0.9998)   Posterior mean        NDistinctStates 
358         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
359         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
360         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
361         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
362         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
363         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
364         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
365         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
366         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
367         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
368         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
369         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
370         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
371         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
372         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
373         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
374         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
375         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
376         0.000255361    0      21       0.000255617            0.000255377            0.000255122            0.000255309            1                     2               
377         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
378         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
379         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
380         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
381         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
382         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
383         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
384         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
385         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
386         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
387         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
388         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
389         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
390         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
391         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
392         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
393         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
394         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
395         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
396         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
397         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
398         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
399         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
400         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
401         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
402         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
403         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
404         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
405         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
406         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
407         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
408         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
409         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
410         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
411         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
412         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
413         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
414         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
415         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
416         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
417         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
418         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
419         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
420         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
421         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
422         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
423         0.000513315    0      22       0.00051383             0.000513347            0.000512835            0.000513211            1                     2               
424         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
425         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
426         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
427         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
428         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
429         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
430         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
431         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
432         8.49714e-05    0      23       8.50564e-05            8.49766e-05            8.48921e-05            8.49542e-05            1                     2               
433         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
434         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
435         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
436         6.35992e-05    0      24       6.36628e-05            6.36031e-05            6.35399e-05            6.35863e-05            1                     2               
437         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
438         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
439         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
440         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
441         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
442         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
443         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
444         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
445         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
446         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
447         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
448         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
449         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
450         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
451         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
452         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
453         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
454         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
455         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
456         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
457         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
458         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
459         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
460         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
461         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
462         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
463         0.000468512    0      25       0.000468982            0.000468541            0.000468075            0.000468417            1                     2               
464         0.00025584     0      26       0.000256097            0.000255856            0.000255601            0.000255788            1                     2               
465         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
466         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
467         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
468         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
469         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
470         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
471         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
472         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
473         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
474         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
475         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
476         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
477         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
478         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
479         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
480         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
481         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
482         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
483         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
484         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
485         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
486         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
487         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
488         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
489         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
490         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
491         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
492         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
493         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
494         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
495         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
496         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
497         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
498         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
499         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
500         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
501         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
502         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
503         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
504         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
505         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
506         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
507         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
508         0.000191848    0      27       0.000192041            0.00019186             0.000191669            0.000191809            1                     2               
509         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
510         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
511         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
512         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
513         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
514         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
515         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
516         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
517         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
518         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
519         0.000233816    0      28       0.00023405             0.00023383             0.000233597            0.000233768            1                     2               
520         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
521         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
522         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
523         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
524         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
525         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
526         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
527         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
528         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
529         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
530         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
531         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
532         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
533         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
534         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
535         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
536         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
537         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
538         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
539         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
540         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
541         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
542         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
543         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
544         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
545         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
546         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
547         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
548         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
549         7.44114e-05    0      29       7.44861e-05            7.44161e-05            7.43419e-05            7.43964e-05            1                     2               
550         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
551         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
552         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
553         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
554         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
555         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
556         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
557         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
558         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
559         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
560         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
561         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
562         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
563         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
564         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
565         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
566         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
567         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
568         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
569         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
570         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
571         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
572         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
573         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
574         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
575         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
576         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
577         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
578         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
579         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
580         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
581         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
582         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
583         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
584         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
585         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
586         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
587         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
588         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
589         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
590         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
591         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
592         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
593         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
594         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
595         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
596         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
597         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
598         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
599         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
600         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
601         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
602         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
603         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
604         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
605         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
606         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
607         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
608         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
609         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
610         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
611         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
612         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
613         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
614         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
615         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
616         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
617         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
618         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
619         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
620         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
621         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
622         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
623         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
624         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
625         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
626         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
627         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
628         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
629         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
630         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
631         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
632         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
633         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
634         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
635         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
636         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
637         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
638         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
639         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
640         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
641         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
642         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
643         0.000149612    0      30       0.000149763            0.000149621            0.000149471            0.000149581            1                     2               
644         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
645         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
646         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
647         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
648         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
649         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
650         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
651         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
652         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
653         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
654         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
655         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
656         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
657         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
658         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
659         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
660         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
661         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
662         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
663         0.0002236      0      31       0.000223824            0.000223614            0.000223391            0.000223554            1                     2               
664         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
665         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
666         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
667         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
668         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
669         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
670         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
671         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
672         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
673         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
674         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
675         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
676         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
677         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
678         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
679         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
680         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
681         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
682         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
683         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
684         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
685         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
686         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
687         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
688         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
689         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
690         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
691         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
692         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
693         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
694         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
695         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
696         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
697         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
698         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
699         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
700         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
701         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
702         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
703         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
704         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
705         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
706         0.000148782    0      32       0.000148931            0.000148791            0.000148643            0.000148751            1                     2               
707         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
708         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
709         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
710         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
711         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
712         0.228354       0      2        0.228344               0.228353               0.228363               0.228356               1                     1               
713         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
714         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
715         0.23319        0      0        0.233179               0.233189               0.2332                 0.233192               1                     1               
716         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
717         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
718         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
719         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
720         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
721         0.247398       0      3        0.247386               0.247397               0.247409               0.247401               1                     1               
722         0.246985       0      1        0.246973               0.246985               0.246997               0.246988               1                     1               
